months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,ages_category,customer_category,Contract Years,total_premiums_paid,net_value_of_customer
101,27,326322,2007-02-10,IL,250/500,1000.0,433.33,0,603269,MALE,433.33,machine-op-inspct,golf,other-relative,25900.0,0,2015-01-02,Parked Car,?,Minor Damage,None,SC,Hillsdale,6067 Weaver Ridge,7,1,YES,0,3,NO,5900.0,5900.0,5900.0,4130,Mercedes,E400,2009,N,Young Adult,Established Client,8.416666666666666,3647.1941666666667,-2252.8058333333333
94,30,146138,2002-03-01,IN,250/500,2000.0,1025.54,0,442632,FEMALE,1025.54,armed-forces,paintball,other-relative,0.0,-52600,2015-02-20,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,Arlington,1840 Embaracadero Ave,19,1,YES,1,3,YES,64100.0,64100.0,64100.0,51280,Chevrolet,Malibu,2001,N,Young Adult,Established Client,7.833333333333333,8033.396666666666,-56066.60333333333
117,28,336047,2003-04-21,OH,250/500,500.0,1264.77,0,447300,FEMALE,1264.77,transport-moving,yachting,unmarried,47500.0,-32500,2015-02-05,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,4058 Tree Drive,13,2,YES,0,1,NO,55440.0,55440.0,55440.0,40320,Suburu,Forrestor,2009,Y,Young Adult,Established Client,9.75,12331.5075,-43108.4925
111,27,532330,2002-09-22,OH,250/500,500.0,1459.97,5000000,441783,MALE,1459.97,sales,yachting,other-relative,0.0,0,2015-02-27,Multi-vehicle Collision,Side Collision,Major Damage,Police,SC,Northbend,4983 MLK Ridge,2,3,NO,1,2,NO,80850.0,80850.0,80850.0,58800,Ford,F150,2011,Y,Young Adult,Established Client,9.25,13504.722500000002,-67345.2775
242,40,118137,1998-02-10,OH,100/300,500.0,1238.65,0,468702,FEMALE,1238.65,transport-moving,bungie-jumping,husband,0.0,-44600,2015-01-27,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,9744 Texas Drive,5,1,YES,1,1,NO,7480.0,7480.0,7480.0,6120,Saab,95,1998,N,Middle Aged,Long-Term Client,20.166666666666668,24979.44166666667,17499.44166666667
440,61,212674,1992-09-01,OH,250/500,500.0,1050.76,0,467942,MALE,1050.76,transport-moving,movies,wife,41500.0,-70200,2015-01-26,Single Vehicle Collision,Side Collision,Major Damage,Fire,OH,Riverwood,8821 Elm St,21,1,YES,2,3,NO,53640.0,53640.0,53640.0,41720,Nissan,Maxima,2004,Y,Elderly,Long-Term Client,36.666666666666664,38527.86666666667,-15112.133333333331
20,23,935596,1999-05-01,OH,500/1000,1000.0,1711.72,0,463678,FEMALE,1711.72,tech-support,base-jumping,wife,0.0,0,2015-01-13,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,2886 Tree Ridge,21,3,NO,2,2,NO,63250.0,63250.0,63250.0,46000,Chevrolet,Tahoe,2002,Y,Young Adult,New Client,1.6666666666666667,2852.866666666667,-60397.13333333333
461,57,737593,1997-12-19,IL,100/300,500.0,865.33,7000000,615220,FEMALE,865.33,farming-fishing,golf,own-child,0.0,0,2015-01-14,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,5236 Weaver Drive,7,3,NO,0,1,NO,59040.0,59040.0,59040.0,39360,Dodge,RAM,1995,N,Elderly,Long-Term Client,38.416666666666664,33243.09416666667,-25796.90583333333
208,36,812025,2000-06-18,IL,250/500,500.0,1153.49,0,432711,MALE,1153.49,craft-repair,base-jumping,other-relative,0.0,0,2015-02-22,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Arlington,5862 Apache Ridge,16,3,YES,1,0,YES,50500.0,50500.0,50500.0,35350,Accura,TL,2004,N,Middle Aged,Long-Term Client,17.333333333333332,19993.826666666668,-30506.173333333332
279,43,168151,1995-04-24,OH,500/1000,2000.0,1281.25,0,463583,MALE,1281.25,machine-op-inspct,cross-fit,other-relative,0.0,0,2015-01-17,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Columbus,7859 4th Ridge,13,1,YES,0,1,NO,57690.0,57690.0,57690.0,38460,Mercedes,C300,2010,Y,Middle Aged,Long-Term Client,23.25,29789.0625,-27900.9375
244,40,594739,2006-06-16,IL,100/300,500.0,1342.8,0,439502,FEMALE,1342.8,sales,base-jumping,husband,0.0,0,2015-02-02,Vehicle Theft,?,Trivial Damage,Police,NY,Springfield,6259 Weaver St,2,1,YES,1,3,YES,5940.0,5940.0,5940.0,4620,Toyota,Camry,2014,N,Middle Aged,Long-Term Client,20.333333333333332,27303.6,21363.6
134,30,843227,2007-09-28,OH,250/500,2000.0,1443.32,0,613287,FEMALE,1443.32,exec-managerial,dancing,unmarried,0.0,0,2015-01-07,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbend,9980 Lincoln Ave,19,3,YES,0,2,YES,47790.0,47790.0,47790.0,37170,Suburu,Impreza,1995,Y,Young Adult,Established Client,11.166666666666666,16117.073333333332,-31672.926666666666
122,29,283925,1991-11-21,OH,250/500,1000.0,1629.94,0,620104,FEMALE,1629.94,priv-house-serv,skydiving,other-relative,0.0,-47100,2015-02-02,Parked Car,?,Trivial Damage,None,SC,Riverwood,7828 Cherokee Ave,17,1,YES,0,1,NO,3850.0,3850.0,3850.0,3150,Dodge,Neon,2014,N,Young Adult,Established Client,10.166666666666666,16571.056666666667,12721.056666666667
156,31,475588,1996-09-21,IL,100/300,2000.0,1134.08,0,446895,MALE,1134.08,other-service,reading,husband,0.0,0,2015-02-07,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Arlington,5812 Oak St,3,1,YES,2,0,NO,59000.0,59000.0,59000.0,47200,Ford,Fusion,2013,Y,Middle Aged,Long-Term Client,13.0,14743.039999999999,-44256.96
232,43,751905,2001-05-16,OH,250/500,500.0,1483.91,8000000,431531,MALE,1483.91,machine-op-inspct,golf,husband,0.0,-33600,2015-01-18,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Arlington,2318 Washington Hwy,17,3,NO,0,1,NO,70600.0,70600.0,70600.0,49420,Volkswagen,Passat,2013,Y,Middle Aged,Long-Term Client,19.333333333333332,28688.92666666667,-41911.073333333334
244,40,226725,1999-08-11,IN,500/1000,2000.0,1304.67,7000000,605408,MALE,1304.67,armed-forces,base-jumping,other-relative,0.0,-45000,2015-01-10,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,8809 Flute St,5,3,YES,1,1,NO,61490.0,61490.0,61490.0,44720,Dodge,RAM,2001,N,Middle Aged,Long-Term Client,20.333333333333332,26528.29,-34961.71
84,30,942504,2003-06-16,IL,500/1000,2000.0,1035.79,0,457551,FEMALE,1035.79,protective-serv,kayaking,wife,44400.0,-51500,2015-01-30,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,3184 Oak Ave,9,1,NO,1,0,YES,57640.0,57640.0,57640.0,41920,Volkswagen,Passat,2010,N,Young Adult,Established Client,7.0,7250.53,-50389.47
394,57,395572,1999-03-30,IL,250/500,500.0,1401.2,0,619892,FEMALE,1401.2,craft-repair,movies,own-child,51500.0,0,2015-01-25,Vehicle Theft,?,Trivial Damage,Police,NC,Hillsdale,6493 Lincoln Lane,9,1,NO,1,0,NO,6890.0,6890.0,6890.0,4770,Audi,A5,1999,N,Elderly,Long-Term Client,32.833333333333336,46006.066666666666,39116.066666666666
246,45,889883,1999-02-03,IL,250/500,1000.0,1665.45,0,445853,MALE,1665.45,machine-op-inspct,hiking,wife,34400.0,-33100,2015-01-29,Multi-vehicle Collision,Side Collision,Major Damage,Fire,PA,Columbus,7162 Maple Ave,9,3,YES,2,2,NO,53280.0,53280.0,53280.0,35520,Toyota,Camry,2006,Y,Middle Aged,Long-Term Client,20.5,34141.725,-19138.275
35,29,818167,2011-08-25,IN,500/1000,2000.0,653.66,0,475483,FEMALE,653.66,handlers-cleaners,video-games,unmarried,52100.0,-46900,2015-02-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Springfield,5455 Tree Ridge,22,3,NO,0,0,NO,78300.0,78300.0,78300.0,54810,BMW,X5,2009,N,Young Adult,Established Client,2.9166666666666665,1906.5083333333332,-76393.49166666667
156,37,277767,2010-06-28,OH,100/300,500.0,1080.13,0,606290,MALE,1080.13,protective-serv,reading,other-relative,0.0,-61000,2015-01-04,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,PA,Springfield,5778 Pine Ridge,15,3,YES,0,3,NO,41490.0,41490.0,41490.0,32270,Nissan,Pathfinder,2001,N,Middle Aged,Long-Term Client,13.0,14041.69,-27448.309999999998
195,36,842618,2001-11-06,IN,100/300,2000.0,1346.18,0,611852,FEMALE,1346.18,machine-op-inspct,camping,wife,57800.0,-53300,2015-02-25,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,Hillsdale,3797 Solo Lane,14,3,YES,2,3,YES,68970.0,68970.0,68970.0,50160,Chevrolet,Tahoe,2007,N,Middle Aged,Long-Term Client,16.25,21875.425,-47094.575
369,55,577810,2013-04-15,OH,250/500,2000.0,1589.54,0,444734,MALE,1589.54,handlers-cleaners,camping,husband,55400.0,0,2015-01-27,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,Arlington,9373 Pine Hwy,6,3,YES,2,0,YES,85300.0,85300.0,85300.0,59710,Toyota,Highlander,2003,N,Middle Aged,Long-Term Client,30.75,48878.355,-36421.645
271,40,873114,1995-12-07,IL,100/300,1000.0,1251.65,0,433683,FEMALE,1251.65,other-service,camping,wife,71200.0,0,2015-02-19,Parked Car,?,Minor Damage,None,NY,Hillsdale,1365 Francis Ave,6,1,NO,0,0,NO,3080.0,3080.0,3080.0,2240,Audi,A3,2012,N,Middle Aged,Long-Term Client,22.583333333333332,28266.42916666667,25186.42916666667
332,47,994538,1991-11-01,IL,100/300,2000.0,1083.01,0,448882,MALE,1083.01,craft-repair,paintball,other-relative,91900.0,0,2015-01-31,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Arlington,9239 Washington Ridge,22,4,YES,2,0,NO,71760.0,71760.0,71760.0,49680,Jeep,Grand Cherokee,2010,Y,Middle Aged,Long-Term Client,27.666666666666668,29963.276666666665,-41796.723333333335
107,26,727792,2014-05-19,OH,100/300,500.0,974.59,0,466838,FEMALE,974.59,armed-forces,skydiving,wife,62800.0,0,2015-01-18,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Arlington,3416 Washington Drive,14,3,YES,1,0,NO,59700.0,59700.0,59700.0,35820,Nissan,Ultima,2002,N,Young Adult,Established Client,8.916666666666666,8690.094166666668,-51009.90583333333
217,39,522506,1992-03-15,IL,500/1000,2000.0,1399.85,0,605490,FEMALE,1399.85,other-service,skydiving,other-relative,49900.0,-19800,2015-01-10,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,1923 2nd Hwy,16,3,NO,0,2,NO,64920.0,64920.0,64920.0,43280,Ford,Fusion,1997,N,Middle Aged,Long-Term Client,18.083333333333332,25313.954166666663,-39606.04583333334
243,43,367595,2006-02-03,IN,500/1000,500.0,1307.74,0,466137,FEMALE,1307.74,machine-op-inspct,board-games,own-child,0.0,-75700,2015-01-28,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Riverwood,6451 1st Hwy,10,3,YES,0,1,NO,37530.0,37530.0,37530.0,29190,Jeep,Wrangler,2008,N,Middle Aged,Long-Term Client,20.25,26481.735,-11048.265
296,42,586104,2003-03-16,IN,250/500,2000.0,1219.27,0,466970,MALE,1219.27,tech-support,paintball,husband,53100.0,-63400,2015-02-16,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Columbus,1267 Francis Hwy,9,3,YES,1,2,NO,64080.0,64080.0,64080.0,49840,Saab,93,2012,N,Middle Aged,Long-Term Client,24.666666666666668,30075.326666666668,-34004.67333333333
264,41,424862,2002-10-16,OH,100/300,500.0,1411.3,0,474801,MALE,1411.3,prof-specialty,cross-fit,unmarried,55600.0,0,2015-02-08,Single Vehicle Collision,Rear Collision,Minor Damage,Other,PA,Northbrook,4158 Washington Lane,4,1,NO,1,0,NO,60390.0,60390.0,60390.0,43920,BMW,M5,2004,Y,Middle Aged,Long-Term Client,22.0,31048.6,-29341.4
108,33,512813,1990-01-27,IL,100/300,2000.0,694.45,0,450703,FEMALE,694.45,armed-forces,exercise,not-in-family,0.0,0,2015-01-20,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Northbend,3796 Cherokee Drive,6,3,YES,0,1,YES,64350.0,64350.0,64350.0,46800,Nissan,Pathfinder,2011,Y,Middle Aged,Established Client,9.0,6250.05,-58099.95
32,38,356768,2010-03-11,IL,100/300,500.0,1006.77,6000000,478172,FEMALE,1006.77,other-service,sleeping,own-child,0.0,0,2015-02-06,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,7434 Oak Hwy,15,3,YES,2,1,YES,70900.0,70900.0,70900.0,49630,BMW,X6,1997,N,Middle Aged,Established Client,2.6666666666666665,2684.72,-68215.28
259,39,330506,1995-09-19,OH,250/500,1000.0,1422.36,0,604668,FEMALE,1422.36,craft-repair,movies,unmarried,0.0,-83900,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,PA,Columbus,5178 Weaver Hwy,12,3,NO,1,3,NO,46560.0,46560.0,46560.0,31040,Nissan,Ultima,2012,N,Middle Aged,Long-Term Client,21.583333333333332,30699.269999999997,-15860.730000000003
186,33,779075,2010-02-27,IN,100/300,1000.0,1348.32,0,469429,FEMALE,1348.32,craft-repair,cross-fit,wife,37600.0,-37600,2015-01-14,Vehicle Theft,?,Trivial Damage,Police,NY,Arlington,8477 Francis Hwy,3,1,NO,2,1,NO,4730.0,4730.0,4730.0,3010,Chevrolet,Malibu,2013,Y,Middle Aged,Long-Term Client,15.5,20898.96,16168.96
201,40,799501,1991-12-28,OH,250/500,2000.0,1315.56,0,471806,FEMALE,1315.56,transport-moving,video-games,not-in-family,0.0,0,2015-02-18,Vehicle Theft,?,Minor Damage,Police,SC,Northbrook,7693 Britain Lane,14,1,YES,0,0,YES,6820.0,6820.0,6820.0,4340,Jeep,Grand Cherokee,2003,N,Middle Aged,Long-Term Client,16.75,22035.629999999997,15215.629999999997
436,58,987905,2002-04-30,OH,250/500,2000.0,1407.01,5000000,475705,MALE,1407.01,tech-support,sleeping,other-relative,47400.0,-27600,2015-01-10,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Riverwood,3658 Rock Drive,10,1,YES,0,2,NO,59900.0,59900.0,59900.0,41930,BMW,X5,1997,Y,Elderly,Long-Term Client,36.333333333333336,51121.363333333335,-8778.636666666665
189,36,967756,2007-04-28,OH,250/500,2000.0,1388.58,0,459122,FEMALE,1388.58,priv-house-serv,basketball,own-child,0.0,-49400,2015-02-13,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Riverwood,2617 Andromedia Drive,17,3,YES,1,3,YES,79560.0,79560.0,79560.0,53040,Ford,Escape,2009,N,Middle Aged,Long-Term Client,15.75,21870.135,-57689.865000000005
105,33,830414,1996-07-08,IL,500/1000,500.0,1310.76,0,476737,FEMALE,1310.76,adm-clerical,kayaking,not-in-family,0.0,-40900,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,Northbrook,9279 Oak Hwy,8,1,YES,0,1,NO,70290.0,70290.0,70290.0,51120,Accura,MDX,2008,N,Middle Aged,Established Client,8.75,11469.15,-58820.85
163,31,127313,2002-04-01,IN,100/300,1000.0,1004.63,6000000,460359,MALE,1004.63,priv-house-serv,hiking,not-in-family,26900.0,0,2015-01-07,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Hillsdale,3439 Andromedia Hwy,14,3,YES,2,0,NO,63910.0,63910.0,63910.0,46480,Suburu,Forrestor,1999,N,Middle Aged,Long-Term Client,13.583333333333334,13646.224166666667,-50263.77583333333
219,40,786957,2006-10-29,OH,100/300,500.0,1134.91,0,452735,FEMALE,1134.91,transport-moving,golf,not-in-family,68700.0,0,2015-01-29,Vehicle Theft,?,Trivial Damage,None,SC,Riverwood,5901 Elm Drive,6,1,YES,1,0,NO,6400.0,6400.0,6400.0,5120,Toyota,Camry,1997,N,Middle Aged,Long-Term Client,18.25,20712.107500000002,14312.107500000002
88,25,332892,2007-10-25,IN,250/500,1000.0,1194.0,0,613583,FEMALE,1194.0,handlers-cleaners,movies,husband,0.0,0,2015-02-13,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbrook,3982 Washington Hwy,6,1,YES,1,2,YES,66780.0,66780.0,66780.0,51940,Ford,Escape,2013,Y,Young Adult,Established Client,7.333333333333333,8756.0,-58024.0
40,39,448642,2001-03-28,IN,500/1000,1000.0,1248.25,4000000,605692,FEMALE,1248.25,sales,hiking,own-child,0.0,-33300,2015-02-01,Parked Car,?,Minor Damage,Police,VA,Northbrook,3376 5th Drive,8,1,NO,0,2,NO,8760.0,8760.0,8760.0,5840,BMW,3 Series,2013,N,Middle Aged,Established Client,3.3333333333333335,4160.833333333333,-4599.166666666667
284,42,526039,1995-05-04,OH,100/300,500.0,1338.54,-1000000,438178,MALE,1338.54,machine-op-inspct,kayaking,wife,0.0,0,2015-01-29,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,NC,Arlington,3936 Tree Drive,13,1,YES,0,1,NO,94160.0,94160.0,94160.0,68480,Chevrolet,Malibu,1996,N,Middle Aged,Long-Term Client,23.666666666666668,31678.78,-62481.22
59,40,444422,2011-09-28,IL,250/500,2000.0,782.23,0,449221,MALE,782.23,protective-serv,golf,other-relative,64200.0,-32300,2015-02-06,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,Springfield,6605 Tree Ave,0,3,YES,0,2,NO,51570.0,51570.0,51570.0,34380,BMW,X5,2010,N,Middle Aged,Established Client,4.916666666666667,3845.9641666666666,-47724.035833333335
39,31,689500,2003-01-28,IL,250/500,2000.0,1366.9,0,459322,FEMALE,1366.9,handlers-cleaners,polo,husband,0.0,-15700,2015-01-28,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Northbend,3102 Apache St,14,3,YES,1,0,NO,52700.0,52700.0,52700.0,31620,BMW,X6,2014,Y,Middle Aged,Established Client,3.25,4442.425,-48257.575
147,34,806081,2011-02-01,IL,500/1000,1000.0,1275.81,0,472657,MALE,1275.81,sales,dancing,wife,0.0,-48300,2015-01-21,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Columbus,7756 Pine Hwy,13,1,YES,2,2,NO,101010.0,101010.0,101010.0,69930,Mercedes,ML350,1998,N,Middle Aged,Established Client,12.25,15628.672499999999,-85381.3275
156,37,384618,1993-02-09,IN,250/500,500.0,1090.65,0,608331,MALE,1090.65,exec-managerial,golf,unmarried,0.0,-51800,2015-01-16,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Columbus,7142 5th Lane,16,4,YES,1,2,YES,53400.0,53400.0,53400.0,42720,Honda,Civic,2010,Y,Middle Aged,Long-Term Client,13.0,14178.45,-39221.55
123,31,756459,2005-08-05,IN,250/500,500.0,1326.0,0,438546,FEMALE,1326.0,prof-specialty,basketball,wife,0.0,-54600,2015-02-17,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,2914 Oak Drive,13,1,YES,1,2,NO,72120.0,72120.0,72120.0,48080,Mercedes,ML350,2009,N,Middle Aged,Established Client,10.25,13591.5,-58528.5
231,43,655787,2006-06-17,IL,250/500,2000.0,972.47,0,441981,MALE,972.47,protective-serv,reading,wife,0.0,-58100,2015-02-01,Multi-vehicle Collision,Front Collision,Minor Damage,Police,PA,Hillsdale,6522 Apache Drive,15,3,YES,2,2,YES,77100.0,77100.0,77100.0,53970,Audi,A3,2010,N,Middle Aged,Long-Term Client,19.25,18720.0475,-58379.9525
247,39,419954,1993-12-07,IL,100/300,500.0,806.31,0,602177,FEMALE,806.31,handlers-cleaners,dancing,wife,0.0,0,2015-02-25,Parked Car,?,Trivial Damage,Police,SC,Northbend,5279 Pine Ridge,3,1,NO,2,3,NO,3300.0,3300.0,3300.0,2700,Dodge,RAM,2003,N,Middle Aged,Long-Term Client,20.583333333333332,16596.5475,13296.5475
194,35,275092,2012-03-14,IL,500/1000,500.0,1416.24,0,441659,FEMALE,1416.24,adm-clerical,golf,not-in-family,0.0,0,2015-02-26,Parked Car,?,Minor Damage,None,WV,Northbend,8078 Britain Hwy,7,1,YES,1,0,NO,5940.0,5940.0,5940.0,4320,Nissan,Pathfinder,2003,N,Middle Aged,Long-Term Client,16.166666666666668,22895.88,16955.88
119,27,515698,1997-08-05,IN,250/500,2000.0,1097.64,0,614812,MALE,1097.64,transport-moving,video-games,other-relative,27100.0,0,2015-02-06,Multi-vehicle Collision,Rear Collision,Major Damage,Other,PA,Northbend,1133 Apache St,16,2,NO,1,0,NO,63720.0,63720.0,63720.0,35400,Accura,TL,2006,N,Young Adult,Established Client,9.916666666666666,10884.930000000002,-52835.07
259,43,132871,2009-07-05,IL,100/300,500.0,947.75,0,458470,FEMALE,947.75,farming-fishing,base-jumping,not-in-family,0.0,-39300,2015-02-03,Vehicle Theft,?,Trivial Damage,Police,SC,Riverwood,2873 Flute Ave,15,1,NO,1,3,NO,7680.0,7680.0,7680.0,5760,Audi,A5,2008,N,Middle Aged,Long-Term Client,21.583333333333332,20455.604166666668,12775.604166666668
107,31,714929,1994-11-25,IL,100/300,2000.0,1018.73,5000000,469646,MALE,1018.73,handlers-cleaners,yachting,own-child,20000.0,-82700,2015-01-27,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,8509 Apache St,21,3,YES,1,2,NO,93730.0,93730.0,93730.0,57680,Honda,CRV,2001,N,Middle Aged,Established Client,8.916666666666666,9083.675833333333,-84646.32416666667
48,44,297816,1997-02-03,IL,100/300,2000.0,1400.74,0,611118,MALE,1400.74,sales,base-jumping,other-relative,34000.0,-55600,2015-01-21,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,8245 4th Hwy,23,3,YES,0,2,NO,87300.0,87300.0,87300.0,52380,Jeep,Wrangler,2013,N,Middle Aged,Established Client,4.0,5602.96,-81697.04
267,40,426708,2009-10-09,IL,250/500,500.0,1155.53,5000000,465158,MALE,1155.53,transport-moving,camping,wife,0.0,-35200,2015-01-24,Parked Car,?,Trivial Damage,Police,NY,Columbus,3094 Best Lane,5,1,YES,0,2,NO,5670.0,5670.0,5670.0,3780,Ford,F150,1997,N,Middle Aged,Long-Term Client,22.25,25710.5425,20040.5425
286,47,615047,2002-11-20,IN,250/500,500.0,1386.93,0,457130,MALE,1386.93,priv-house-serv,bungie-jumping,husband,54100.0,-77600,2015-01-17,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,8188 Tree Ave,15,3,YES,0,0,NO,65800.0,65800.0,65800.0,46060,Accura,TL,2001,N,Middle Aged,Long-Term Client,23.833333333333332,33055.165,-32744.835
175,34,771236,1995-05-29,OH,100/300,500.0,915.29,0,607893,FEMALE,915.29,handlers-cleaners,base-jumping,wife,82400.0,-57100,2015-02-23,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Arlington,5224 5th Lane,14,1,YES,2,1,YES,36720.0,36720.0,36720.0,28560,Honda,Accord,2009,Y,Middle Aged,Long-Term Client,14.583333333333334,13347.979166666666,-23372.020833333336
111,29,235869,2011-01-22,IL,250/500,500.0,1239.55,2000000,464736,FEMALE,1239.55,farming-fishing,kayaking,own-child,0.0,0,2015-01-09,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Riverwood,2230 1st St,1,1,YES,1,1,YES,52800.0,52800.0,52800.0,38400,Mercedes,ML350,1996,Y,Young Adult,Established Client,9.25,11465.8375,-41334.1625
151,37,931625,2012-10-18,IN,250/500,500.0,1366.42,0,476198,FEMALE,1366.42,protective-serv,cross-fit,unmarried,44000.0,0,2015-02-15,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,6719 Flute St,14,3,NO,1,2,YES,59100.0,59100.0,59100.0,47280,Nissan,Maxima,1998,Y,Middle Aged,Long-Term Client,12.583333333333334,17194.118333333336,-41905.88166666667
156,37,371635,1991-10-13,OH,500/1000,1000.0,1086.48,6000000,444903,MALE,1086.48,machine-op-inspct,hiking,unmarried,0.0,-53800,2015-01-16,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbrook,8064 4th Ave,17,3,YES,1,1,YES,77440.0,77440.0,77440.0,56320,Suburu,Legacy,1999,N,Middle Aged,Long-Term Client,13.0,14124.240000000002,-63315.759999999995
165,36,427199,2010-10-01,IL,250/500,2000.0,1247.87,0,464336,MALE,1247.87,armed-forces,golf,husband,0.0,-39700,2015-01-14,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,2469 Francis Lane,20,3,NO,2,2,NO,45700.0,45700.0,45700.0,36560,BMW,3 Series,2008,N,Middle Aged,Long-Term Client,13.75,17158.212499999998,-28541.787500000002
253,41,261315,2013-04-10,OH,100/300,2000.0,1312.75,0,471453,FEMALE,1312.75,sales,dancing,other-relative,81300.0,0,2015-01-01,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,4671 5th Ridge,10,3,NO,2,2,YES,80740.0,80740.0,80740.0,58720,Toyota,Camry,2014,Y,Middle Aged,Long-Term Client,21.083333333333332,27677.145833333332,-53062.85416666667
10,26,582973,2008-06-11,IN,100/300,2000.0,765.64,0,466191,MALE,765.64,sales,base-jumping,not-in-family,0.0,-22200,2015-02-16,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Northbrook,6985 Maple Lane,3,3,YES,0,3,NO,31350.0,31350.0,31350.0,22800,Honda,Accord,2001,Y,Young Adult,New Client,0.8333333333333334,638.0333333333333,-30711.966666666667
158,33,278091,2013-12-04,OH,100/300,2000.0,1327.41,0,440930,FEMALE,1327.41,handlers-cleaners,skydiving,other-relative,0.0,-38600,2015-01-04,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Hillsdale,7791 Britain Ridge,0,1,YES,0,0,NO,35000.0,35000.0,35000.0,24500,Suburu,Legacy,2012,N,Middle Aged,Long-Term Client,13.166666666666666,17477.565000000002,-17522.434999999998
436,59,153154,2010-08-21,OH,500/1000,1000.0,1338.55,0,430380,MALE,1338.55,protective-serv,board-games,own-child,39000.0,0,2015-01-12,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Hillsdale,6355 4th Hwy,10,3,YES,2,2,NO,68000.0,68000.0,68000.0,47600,Toyota,Corolla,2014,N,Elderly,Long-Term Client,36.333333333333336,48633.98333333334,-19366.016666666663
91,30,515217,2010-06-18,IL,250/500,2000.0,1316.63,8000000,613178,FEMALE,1316.63,machine-op-inspct,golf,unmarried,43900.0,0,2015-01-08,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,3495 Britain Drive,13,3,YES,2,0,NO,84500.0,84500.0,84500.0,58500,BMW,X6,2009,N,Young Adult,Established Client,7.583333333333333,9984.444166666668,-74515.55583333333
